id,sentence
828,"
    Dear Customer,

    Invoice Number: INV-2023-134
    Invoice Date: 2023-4-23
    Due Date: 2023-10-1

    Billing Information:
    Recipient Name: Michael Cooper
    Recipient Address: 839 Olivia Pike, East Michaelchester, Utah 31016

    Product Details:
    - Description: ok Keyboard S3
      Quantity: 4
      Unit Price: $589.74
    - Description: site Mouse P2
      Quantity: 3
      Unit Price: $21.36

    Balance Due: $493589689.1923088

    Thank you for your business!
    "
829,"
    Dear Customer,

    Invoice Number: INV-2023-565
    Invoice Date: 2023-5-9
    Due Date: 2023-6-27

    Billing Information:
    Recipient Name: Alisha Hernandez
    Recipient Address: 9662 Theresa Cape, Whiteland, Arizona 49500

    Product Details:
    - Description: center Laptop S3
      Quantity: 3
      Unit Price: $942.23
    - Description: already Printer P2
      Quantity: 2
      Unit Price: $77.16

    Balance Due: $860782534.1026872

    Thank you for your business!
    "
830,"
    Dear Customer,

    Invoice Number: INV-2023-867
    Invoice Date: 2023-1-22
    Due Date: 2023-10-8

    Billing Information:
    Recipient Name: Laura Gould
    Recipient Address: 91362 Jackson Roads, North Hectorbury, Wyoming 79053

    Product Details:
    - Description: we Keyboard M2
      Quantity: 4
      Unit Price: $716.24
    - Description: three Mouse W1
      Quantity: 3
      Unit Price: $42.34

    Balance Due: $112064726.64805695

    Thank you for your business!
    "
831,"
    Dear Customer,

    Invoice Number: INV-2023-635
    Invoice Date: 2023-3-14
    Due Date: 2023-11-3

    Billing Information:
    Recipient Name: Stacy Morris
    Recipient Address: 89659 Michael Forge, Hayeschester, New Mexico 55017

    Product Details:
    - Description: administration Tablet K4
      Quantity: 3
      Unit Price: $334.36
    - Description: yeah Headphones W1
      Quantity: 5
      Unit Price: $34.99

    Balance Due: $692325823.6176752

    Thank you for your business!
    "
832,"
    Dear Customer,

    Invoice Number: INV-2023-433
    Invoice Date: 2023-10-16
    Due Date: 2023-6-3

    Billing Information:
    Recipient Name: Adam Schneider
    Recipient Address: 8762 Ryan Creek Apt. 066, Annborough, Hawaii 06827

    Product Details:
    - Description: example Tablet T5
      Quantity: 1
      Unit Price: $153.43
    - Description: girl Headphones S4
      Quantity: 2
      Unit Price: $61.35

    Balance Due: $211986904.4371161

    Thank you for your business!
    "
833,"
    Dear Customer,

    Invoice Number: INV-2023-592
    Invoice Date: 2023-8-2
    Due Date: 2023-2-5

    Billing Information:
    Recipient Name: Lisa Rivera
    Recipient Address: 8835 Patel Mission Apt. 549, Harrisonville, Indiana 20266

    Product Details:
    - Description: region Laptop K4
      Quantity: 2
      Unit Price: $847.97
    - Description: want Scanner H6
      Quantity: 1
      Unit Price: $51.73

    Balance Due: $261795571.80556396

    Thank you for your business!
    "
834,"
    Dear Customer,

    Invoice Number: INV-2023-613
    Invoice Date: 2023-12-18
    Due Date: 2023-10-14

    Billing Information:
    Recipient Name: Christopher Fisher
    Recipient Address: 9242 Evans Squares Suite 964, East Caitlinberg, Hawaii 66826

    Product Details:
    - Description: seem Keyboard M2
      Quantity: 1
      Unit Price: $196.10
    - Description: many Headphones W1
      Quantity: 4
      Unit Price: $106.98

    Balance Due: $626277086.3482077

    Thank you for your business!
    "
835,"
    Dear Customer,

    Invoice Number: INV-2023-666
    Invoice Date: 2023-9-27
    Due Date: 2023-11-6

    Billing Information:
    Recipient Name: Natasha Smith
    Recipient Address: 948 Tiffany Meadow, North Mark, South Carolina 09440

    Product Details:
    - Description: trade Smartphone K4
      Quantity: 1
      Unit Price: $700.53
    - Description: language Headphones M3
      Quantity: 2
      Unit Price: $24.34

    Balance Due: $462728221.5171015

    Thank you for your business!
    "
836,"
    Dear Customer,

    Invoice Number: INV-2023-449
    Invoice Date: 2023-8-14
    Due Date: 2023-11-21

    Billing Information:
    Recipient Name: Peter Johnson
    Recipient Address: 884 Norton Stravenue Suite 988, West Josephfort, Maryland 25954

    Product Details:
    - Description: finally Laptop T5
      Quantity: 1
      Unit Price: $576.50
    - Description: senior Mouse H6
      Quantity: 1
      Unit Price: $170.66

    Balance Due: $869970866.1077279

    Thank you for your business!
    "
837,"
    Dear Customer,

    Invoice Number: INV-2023-780
    Invoice Date: 2023-10-23
    Due Date: 2023-11-28

    Billing Information:
    Recipient Name: Mr. Ronald Clark
    Recipient Address: 2598 Jennifer Haven Suite 121, Lake Kimberlyfort, Kentucky 47319

    Product Details:
    - Description: sing Smartphone T5
      Quantity: 1
      Unit Price: $139.35
    - Description: model Scanner H6
      Quantity: 2
      Unit Price: $53.29

    Balance Due: $257953589.05490917

    Thank you for your business!
    "
838,"
    Dear Customer,

    Invoice Number: INV-2023-399
    Invoice Date: 2023-10-13
    Due Date: 2023-8-8

    Billing Information:
    Recipient Name: Walter Myers
    Recipient Address: 6843 Barnes Meadows Apt. 074, East Melissa, Hawaii 83590

    Product Details:
    - Description: huge Laptop K4
      Quantity: 3
      Unit Price: $569.93
    - Description: capital Scanner W1
      Quantity: 5
      Unit Price: $77.79

    Balance Due: $477111519.2413584

    Thank you for your business!
    "
839,"
    Dear Customer,

    Invoice Number: INV-2023-681
    Invoice Date: 2023-12-20
    Due Date: 2023-8-16

    Billing Information:
    Recipient Name: Ashley Jackson
    Recipient Address: 3747 Sullivan Skyway Suite 567, Frenchport, Georgia 61967

    Product Details:
    - Description: college Keyboard S3
      Quantity: 2
      Unit Price: $424.55
    - Description: send Headphones W1
      Quantity: 1
      Unit Price: $31.29

    Balance Due: $895924519.6598476

    Thank you for your business!
    "
840,"
    Dear Customer,

    Invoice Number: INV-2023-743
    Invoice Date: 2023-12-5
    Due Date: 2023-1-27

    Billing Information:
    Recipient Name: Scott Johnson
    Recipient Address: 43493 Howard Mill Suite 994, Shannonberg, Michigan 01321

    Product Details:
    - Description: necessary Keyboard S3
      Quantity: 4
      Unit Price: $696.71
    - Description: rate Printer H6
      Quantity: 2
      Unit Price: $66.80

    Balance Due: $523779198.29537135

    Thank you for your business!
    "
841,"
    Dear Customer,

    Invoice Number: INV-2023-793
    Invoice Date: 2023-9-7
    Due Date: 2023-6-24

    Billing Information:
    Recipient Name: Joshua Klein
    Recipient Address: 194 Kimberly Manor, Port Justin, Michigan 11808

    Product Details:
    - Description: suggest Tablet X1
      Quantity: 2
      Unit Price: $139.51
    - Description: public Mouse P2
      Quantity: 3
      Unit Price: $189.26

    Balance Due: $496031868.6946204

    Thank you for your business!
    "
842,"
    Dear Customer,

    Invoice Number: INV-2023-888
    Invoice Date: 2023-7-13
    Due Date: 2023-5-10

    Billing Information:
    Recipient Name: Larry Stanton
    Recipient Address: 594 Michael Spring Apt. 512, Jeremyport, New Mexico 36355

    Product Details:
    - Description: strong Tablet T5
      Quantity: 4
      Unit Price: $77.39
    - Description: bit Scanner P2
      Quantity: 4
      Unit Price: $154.11

    Balance Due: $531644596.9408216

    Thank you for your business!
    "
843,"
    Dear Customer,

    Invoice Number: INV-2023-148
    Invoice Date: 2023-12-23
    Due Date: 2023-5-22

    Billing Information:
    Recipient Name: Melanie Lee
    Recipient Address: 19763 Chapman Islands, Andersonhaven, Maryland 17069

    Product Details:
    - Description: modern Smartphone T5
      Quantity: 3
      Unit Price: $168.10
    - Description: boy Mouse M3
      Quantity: 4
      Unit Price: $136.96

    Balance Due: $991345033.6227001

    Thank you for your business!
    "
844,"
    Dear Customer,

    Invoice Number: INV-2023-690
    Invoice Date: 2023-8-22
    Due Date: 2023-11-3

    Billing Information:
    Recipient Name: Jenny Nixon
    Recipient Address: 91815 Harris Mission, West Shelby, Nebraska 87139

    Product Details:
    - Description: through Smartphone T5
      Quantity: 4
      Unit Price: $744.03
    - Description: movie Headphones M3
      Quantity: 2
      Unit Price: $145.21

    Balance Due: $654036258.9503578

    Thank you for your business!
    "
845,"
    Dear Customer,

    Invoice Number: INV-2023-931
    Invoice Date: 2023-2-24
    Due Date: 2023-9-18

    Billing Information:
    Recipient Name: Harry Green
    Recipient Address: 81930 Bryan Cliffs, Matthewport, Alaska 07764

    Product Details:
    - Description: question Monitor X1
      Quantity: 1
      Unit Price: $801.72
    - Description: director Webcam M3
      Quantity: 5
      Unit Price: $128.42

    Balance Due: $67816634.79596734

    Thank you for your business!
    "
846,"
    Dear Customer,

    Invoice Number: INV-2023-611
    Invoice Date: 2023-8-4
    Due Date: 2023-2-22

    Billing Information:
    Recipient Name: Christy Wilkinson
    Recipient Address: 715 Norman Run Suite 324, Michaelton, Maryland 99817

    Product Details:
    - Description: bad Smartphone S3
      Quantity: 4
      Unit Price: $442.32
    - Description: much Scanner W1
      Quantity: 3
      Unit Price: $193.90

    Balance Due: $895783057.816832

    Thank you for your business!
    "
847,"
    Dear Customer,

    Invoice Number: INV-2023-987
    Invoice Date: 2023-5-18
    Due Date: 2023-2-23

    Billing Information:
    Recipient Name: Zachary Martinez
    Recipient Address: 956 Stephanie Shoal, Nancyview, Virginia 50953

    Product Details:
    - Description: up Smartphone S3
      Quantity: 3
      Unit Price: $888.43
    - Description: foot Webcam S4
      Quantity: 2
      Unit Price: $163.33

    Balance Due: $851077880.928328

    Thank you for your business!
    "
848,"
    Dear Customer,

    Invoice Number: INV-2023-586
    Invoice Date: 2023-4-24
    Due Date: 2023-8-1

    Billing Information:
    Recipient Name: Mr. Anthony Graham
    Recipient Address: 175 Mercer Extensions Suite 108, Tiffanyfort, Hawaii 14459

    Product Details:
    - Description: action Tablet T5
      Quantity: 3
      Unit Price: $928.45
    - Description: hit Scanner W1
      Quantity: 3
      Unit Price: $185.14

    Balance Due: $734728881.0010804

    Thank you for your business!
    "
849,"
    Dear Customer,

    Invoice Number: INV-2023-850
    Invoice Date: 2023-2-16
    Due Date: 2023-7-8

    Billing Information:
    Recipient Name: Carlos Clark
    Recipient Address: 8497 Sawyer Circle Apt. 264, Port David, Colorado 72672

    Product Details:
    - Description: value Laptop X1
      Quantity: 2
      Unit Price: $807.05
    - Description: quality Headphones M3
      Quantity: 1
      Unit Price: $128.87

    Balance Due: $660807618.996029

    Thank you for your business!
    "
850,"
    Dear Customer,

    Invoice Number: INV-2023-910
    Invoice Date: 2023-2-6
    Due Date: 2023-11-5

    Billing Information:
    Recipient Name: Mary Walsh
    Recipient Address: 302 Johnson Stream Apt. 358, Mullenchester, Alabama 21376

    Product Details:
    - Description: offer Keyboard M2
      Quantity: 4
      Unit Price: $173.82
    - Description: image Mouse W1
      Quantity: 1
      Unit Price: $66.54

    Balance Due: $113902955.85380521

    Thank you for your business!
    "
851,"
    Dear Customer,

    Invoice Number: INV-2023-480
    Invoice Date: 2023-4-16
    Due Date: 2023-2-19

    Billing Information:
    Recipient Name: Lindsay Fisher
    Recipient Address: 40384 Christopher Run Suite 527, Stephenfort, Oklahoma 58004

    Product Details:
    - Description: safe Keyboard T5
      Quantity: 1
      Unit Price: $536.64
    - Description: clear Mouse W1
      Quantity: 4
      Unit Price: $125.98

    Balance Due: $350448065.32340425

    Thank you for your business!
    "
852,"
    Dear Customer,

    Invoice Number: INV-2023-983
    Invoice Date: 2023-12-3
    Due Date: 2023-2-5

    Billing Information:
    Recipient Name: Bonnie Shea
    Recipient Address: 1951 Brooks Haven Apt. 371, Johnsonbury, New York 74749

    Product Details:
    - Description: which Tablet K4
      Quantity: 5
      Unit Price: $245.66
    - Description: investment Mouse M3
      Quantity: 3
      Unit Price: $44.68

    Balance Due: $979434846.3791747

    Thank you for your business!
    "
853,"
    Dear Customer,

    Invoice Number: INV-2023-602
    Invoice Date: 2023-11-25
    Due Date: 2023-11-26

    Billing Information:
    Recipient Name: Tanya Perry
    Recipient Address: 13895 Stephen Courts, Leefurt, Alaska 42427

    Product Details:
    - Description: try Laptop K4
      Quantity: 5
      Unit Price: $956.45
    - Description: course Headphones W1
      Quantity: 4
      Unit Price: $42.02

    Balance Due: $861718974.0614755

    Thank you for your business!
    "
854,"
    Dear Customer,

    Invoice Number: INV-2023-547
    Invoice Date: 2023-11-8
    Due Date: 2023-4-27

    Billing Information:
    Recipient Name: Samantha Sanchez
    Recipient Address: 73410 Watts Lane Apt. 592, Kristineton, Pennsylvania 05162

    Product Details:
    - Description: on Monitor S3
      Quantity: 1
      Unit Price: $794.52
    - Description: data Scanner P2
      Quantity: 3
      Unit Price: $121.29

    Balance Due: $9123991.22470301

    Thank you for your business!
    "
855,"
    Dear Customer,

    Invoice Number: INV-2023-617
    Invoice Date: 2023-6-16
    Due Date: 2023-7-1

    Billing Information:
    Recipient Name: Lauren Fox
    Recipient Address: 181 Vanessa Union, Amyland, Oregon 60774

    Product Details:
    - Description: have Smartphone K4
      Quantity: 1
      Unit Price: $134.67
    - Description: seven Mouse P2
      Quantity: 3
      Unit Price: $92.67

    Balance Due: $991074325.3530296

    Thank you for your business!
    "
